TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,IP Address,Channel,CustomerOccupation,Cluster_KMeans
870.4300000000001,29.0,55.0,1.0,10115.18,Debit,Los Angeles,178.34.103.183,Branch,Doctor,2
354.4,74.0,128.0,1.0,7358.65,Debit,Chicago,87.234.36.48,ATM,Retired,1
22.629999999999995,53.0,112.0,1.0,4438.03,Debit,Kansas City,165.114.224.47,Online,Engineer,0
182.19,26.0,53.0,1.0,1176.1,Debit,Mesa,157.130.28.27,Branch,Student,0
288.17,37.0,50.0,1.0,3653.11,Debit,Virginia Beach,143.212.47.226,Online,Engineer,0
118.76999999999995,55.0,123.0,1.0,2104.82,Debit,Atlanta,104.80.232.55,Branch,Engineer,3
651.82,21.0,166.0,1.0,1802.77,Debit,Indianapolis,138.181.222.38,ATM,Student,3
66.65000000000003,37.0,33.0,1.0,3559.96,Debit,Detroit,120.170.93.69,ATM,Engineer,0
98.53,69.0,166.0,1.0,3564.8,Debit,Denver,119.163.214.161,Branch,Retired,3
138.94999999999996,71.0,30.0,1.0,6752.92,Debit,Washington,104.155.121.252,Online,Retired,2
33.889999999999986,26.0,177.0,1.0,1444.75,Debit,Nashville,14.105.144.122,Branch,Student,3
23.70999999999998,58.0,164.0,1.0,10788.89,Debit,Atlanta,2.61.10.58,Branch,Doctor,1
17.069999999999993,27.0,44.0,1.0,2798.15,Debit,Los Angeles,47.82.77.181,Branch,Engineer,0
703.89,46.0,62.0,1.0,3583.67,Debit,San Antonio,48.19.99.211,Online,Engineer,0
26.55000000000001,77.0,228.0,1.0,3085.38,Debit,Houston,91.204.200.167,ATM,Retired,3
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,92.214.76.157,Branch,Engineer,1
202.11,27.0,18.0,1.0,746.4700000000003,Debit,Memphis,59.208.79.116,ATM,Student,0
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,76.0.164.168,Branch,Retired,2
11.180000000000007,53.0,144.0,1.0,7467.3,Debit,Miami,176.96.83.253,ATM,Engineer,1
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,112.86.148.212,Online,Engineer,1
29.579999999999984,54.0,121.0,1.0,8345.26,Debit,Colorado Springs,173.252.44.183,Branch,Engineer,1
139.45,27.0,31.0,1.0,1305.7600000000002,Debit,Boston,77.7.223.184,Online,Student,0
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,77.7.223.184,Online,Doctor,0
516.72,42.0,128.0,1.0,2015.69,Debit,Mesa,197.187.216.106,ATM,Engineer,3
374.5,26.0,178.0,1.0,1671.5100000000002,Credit,San Francisco,9.230.41.239,Branch,Student,3
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,29.168.185.63,ATM,Doctor,1
626.9,23.0,146.0,1.0,587.1099999999997,Debit,Chicago,59.12.96.11,ATM,Student,3
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,136.104.90.223,Branch,Retired,1
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,4.105.134.118,Online,Retired,3
873.6500000000001,37.0,59.0,1.0,12139.83,Credit,Oklahoma City,214.247.164.80,Online,Doctor,2
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,70.130.169.235,ATM,Retired,3
110.17000000000002,30.0,137.0,1.0,464.1999999999998,Debit,Raleigh,156.235.3.171,ATM,Engineer,3
632.69,80.0,76.0,1.0,4363.74,Debit,Denver,211.97.88.141,ATM,Retired,0
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,49.20.211.229,ATM,Retired,0
43.849999999999994,62.0,122.0,1.0,4356.98,Debit,Fresno,117.67.192.211,ATM,Retired,3
283.81,28.0,29.0,1.0,1519.35,Debit,San Diego,64.57.44.102,Branch,Student,0
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,157.164.245.130,ATM,Retired,2
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,72.192.101.196,Branch,Engineer,1
132.84,21.0,143.0,1.0,822.7299999999996,Debit,Oklahoma City,147.114.91.132,ATM,Student,3
144.77,20.0,159.0,1.0,867.3199999999997,Debit,Albuquerque,57.166.147.242,Online,Student,3
643.22,64.0,93.0,1.0,1035.8599999999997,Debit,Atlanta,175.166.115.182,ATM,Doctor,0
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,157.164.245.130,Online,Doctor,2
94.30000000000001,57.0,57.0,1.0,11088.95,Debit,Phoenix,198.39.35.23,Branch,Doctor,2
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,137.135.250.168,ATM,Retired,2
30.230000000000018,44.0,99.0,1.0,481.1300000000001,Debit,Austin,134.247.5.188,ATM,Doctor,0
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,Credit,Phoenix,116.44.12.250,ATM,Student,3
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,169.67.220.37,Branch,Engineer,1
13.70999999999998,38.0,148.0,1.0,8342.79,Credit,Denver,189.20.224.220,Online,Engineer,1
96.54000000000002,58.0,95.0,1.0,7182.22,Debit,New York,69.61.96.139,Branch,Retired,2
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,161.161.26.115,Online,Retired,0
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,Debit,San Antonio,143.212.47.226,ATM,Student,3
74.42000000000002,49.0,68.0,1.0,6264.21,Debit,El Paso,76.136.92.235,Online,Engineer,2
39.660000000000025,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,200.136.146.93,Branch,Engineer,1
99.35999999999999,40.0,46.0,1.0,1272.12,Debit,Seattle,93.151.52.152,ATM,Doctor,0
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,105.136.156.29,Online,Engineer,3
426.93,19.0,248.0,1.0,476.1899999999996,Debit,Omaha,3.70.1.133,ATM,Student,3
133.73,25.0,123.0,1.0,1872.2200000000003,Credit,San Jose,83.80.89.29,Online,Student,3
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,180.224.54.115,Online,Engineer,0
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,53.218.177.171,Online,Student,3
826.23,29.0,209.0,1.0,7580.59,Debit,Colorado Springs,153.178.166.93,ATM,Doctor,1
416.37,35.0,67.0,1.0,7936.91,Debit,Columbus,198.24.183.157,Online,Engineer,2
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,146.69.70.214,Branch,Retired,1
202.86,61.0,149.0,1.0,7642.25,Credit,Memphis,93.169.212.219,Branch,Doctor,1
268.39,26.0,171.0,1.0,136.73999999999978,Debit,Miami,65.164.3.100,ATM,Student,3
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,37.213.85.222,Online,Doctor,1
712.75,44.0,25.0,1.0,8126.06,Debit,Philadelphia,57.166.147.242,Branch,Doctor,2
353.82,42.0,143.0,1.0,705.75,Debit,Milwaukee,72.128.135.172,ATM,Doctor,3
507.25,73.0,143.0,1.0,5331.57,Debit,Washington,112.196.12.19,Branch,Retired,1
212.74,27.0,128.0,1.0,7645.47,Debit,Seattle,220.179.173.114,Branch,Engineer,1
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,120.32.147.210,ATM,Engineer,1
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,199.103.32.145,ATM,Doctor,1
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,97.4.209.133,Branch,Retired,3
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,20.147.6.179,Branch,Doctor,2
390.35,64.0,61.0,1.0,7095.88,Credit,Omaha,101.223.82.253,ATM,Doctor,2
242.03,58.0,124.0,1.0,4382.73,Debit,Dallas,219.98.242.240,Online,Engineer,3
135.02999999999997,23.0,180.0,1.0,1278.0,Debit,San Francisco,74.58.165.67,ATM,Student,3
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,196.244.194.198,Branch,Retired,3
617.36,29.0,61.0,1.0,8926.38,Debit,Kansas City,42.219.228.159,Branch,Engineer,2
775.23,59.0,38.0,1.0,5977.59,Credit,Albuquerque,112.222.0.29,Online,Doctor,2
266.57,72.0,100.0,1.0,7676.92,Debit,El Paso,91.204.200.167,ATM,Retired,2
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,162.58.247.55,ATM,Engineer,3
5.1200000000000045,34.0,90.0,1.0,3293.01,Debit,New York,188.205.152.176,Branch,Engineer,0
119.11000000000001,57.0,131.0,1.0,7998.25,Debit,Detroit,200.13.225.150,ATM,Engineer,1
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,147.227.81.224,Branch,Engineer,3
107.4,58.0,32.0,1.0,344.0699999999997,Debit,Virginia Beach,146.69.70.214,Online,Doctor,0
115.92000000000002,53.0,57.0,1.0,3897.17,Debit,Raleigh,204.34.243.93,ATM,Retired,0
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,80.92.209.207,ATM,Retired,1
296.0,35.0,248.0,1.0,7418.82,Debit,Las Vegas,32.71.250.58,Branch,Doctor,1
299.09,36.0,84.0,1.0,5615.26,Credit,Boston,113.115.81.178,Branch,Engineer,2
461.52,24.0,44.0,1.0,1995.1800000000003,Credit,Denver,59.127.135.25,Branch,Student,0
100.51999999999998,50.0,110.0,1.0,453.3900000000003,Debit,Las Vegas,113.115.81.178,ATM,Engineer,0
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,100.4.40.132,ATM,Retired,3
79.75999999999999,39.0,170.0,1.0,6452.14,Debit,Raleigh,157.130.28.27,Branch,Engineer,1
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,161.71.2.223,Online,Retired,2
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,203.197.235.35,Online,Engineer,1
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,70.130.169.235,Online,Doctor,2
14.29000000000002,34.0,150.0,1.0,7016.99,Debit,Los Angeles,90.111.245.138,ATM,Engineer,1
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,6.234.101.35,Branch,Retired,3
92.29000000000002,54.0,115.0,1.0,2026.3199999999997,Debit,Albuquerque,210.136.14.108,Branch,Engineer,3
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,56.89.80.133,Branch,Retired,1
136.32,19.0,113.0,1.0,264.8299999999999,Debit,Miami,217.233.219.196,Online,Student,0
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,195.237.152.198,Online,Doctor,2
50.170000000000016,77.0,35.0,1.0,7752.14,Credit,Sacramento,25.188.196.47,ATM,Retired,2
21.399999999999977,34.0,258.0,1.0,9594.11,Debit,Fresno,198.166.198.233,Branch,Engineer,1
73.28,21.0,20.999999999999986,1.0,1329.4099999999999,Debit,Boston,206.84.69.39,Branch,Student,0
70.23000000000002,38.0,260.0,1.0,11624.93,Debit,Memphis,146.47.189.38,ATM,Doctor,1
689.29,22.0,100.0,1.0,168.84000000000015,Debit,El Paso,166.41.54.117,ATM,Student,0
745.03,28.0,231.0,1.0,160.5699999999997,Debit,Fort Worth,30.92.249.132,Online,Student,3
54.610000000000014,58.0,160.0,1.0,7135.64,Debit,Milwaukee,39.163.103.27,ATM,Engineer,1
54.05000000000001,27.0,146.0,1.0,469.1400000000003,Debit,Louisville,167.104.180.235,Branch,Student,3
107.47,67.0,144.0,1.0,7517.5,Debit,Austin,59.208.79.116,Online,Retired,1
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,146.47.189.38,ATM,Doctor,2
188.7,54.0,123.0,1.0,5077.06,Debit,New York,55.139.104.163,Branch,Retired,1
93.51999999999998,51.0,97.0,1.0,2791.2,Debit,Philadelphia,190.251.45.32,Online,Engineer,0
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,112.196.12.19,Branch,Retired,0
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,143.212.47.226,Branch,Retired,1
8.980000000000018,66.0,56.0,1.0,4516.76,Debit,Detroit,188.225.207.71,Online,Retired,0
697.32,68.0,91.0,1.0,2016.02,Debit,Atlanta,163.58.140.206,Online,Retired,0
17.44999999999999,18.0,88.0,1.0,1959.52,Debit,Omaha,28.149.72.129,ATM,Student,0
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,141.241.241.128,Branch,Student,3
623.9,27.0,249.0,1.0,711.4700000000003,Debit,San Jose,206.84.69.39,ATM,Student,3
63.41,26.0,36.0,1.0,1546.2200000000003,Debit,Fort Worth,141.241.241.128,ATM,Student,0
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,13.149.61.4,ATM,Doctor,2
71.94999999999999,59.0,53.0,1.0,9267.32,Credit,Omaha,162.58.247.55,Online,Engineer,2
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,203.197.235.35,Online,Retired,2
423.11,60.0,47.0,1.0,412.77999999999975,Debit,Columbus,64.57.44.102,ATM,Engineer,0
35.839999999999975,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,35.73.67.98,Online,Retired,3
88.6,28.0,105.0,1.0,246.5699999999997,Credit,Raleigh,170.54.231.239,Branch,Student,0
53.81,55.0,37.0,2.0,2564.62,Credit,Raleigh,34.86.220.205,ATM,Engineer,0
22.45999999999998,54.0,78.0,1.0,6631.5,Debit,New York,147.119.62.178,Online,Retired,2
334.89,21.0,260.0,1.0,1661.6800000000003,Debit,Fort Worth,32.13.122.242,Online,Student,3
319.27,54.0,59.0,1.0,5504.01,Credit,Omaha,214.67.148.245,Online,Retired,2
144.3,18.0,88.0,1.0,312.1899999999996,Debit,Oklahoma City,93.170.203.44,ATM,Student,0
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,142.184.68.230,Branch,Retired,3
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,210.160.90.52,ATM,Doctor,1
99.11000000000001,55.0,12.0,1.0,5414.87,Debit,Philadelphia,42.219.228.159,Online,Retired,2
539.35,55.0,127.0,1.0,3919.44,Debit,Milwaukee,216.32.4.105,ATM,Retired,3
188.99,58.0,92.0,1.0,7315.34,Debit,Oklahoma City,200.136.146.93,Branch,Engineer,2
710.14,26.0,227.0,1.0,465.6300000000001,Debit,El Paso,83.207.115.164,ATM,Student,3
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,86.220.59.252,Online,Doctor,1
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,187.52.200.18,ATM,Retired,1
0.9900000000000091,45.0,133.0,1.0,4317.85,Debit,Los Angeles,187.199.178.27,ATM,Engineer,3
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,Debit,Raleigh,20.147.6.179,Branch,Student,0
223.43,77.0,178.0,1.0,7932.41,Debit,Dallas,198.73.211.114,Branch,Retired,1
659.95,60.0,114.0,1.0,3927.69,Debit,Detroit,94.227.164.192,Online,Engineer,0
634.86,27.0,45.0,1.0,588.5,Debit,Chicago,122.94.26.104,ATM,Student,0
286.5,30.0,60.0,1.0,8517.95,Credit,Boston,16.128.130.153,Branch,Engineer,2
322.96,76.0,168.0,1.0,2401.59,Credit,Philadelphia,135.29.211.116,Branch,Retired,3
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,148.112.151.27,Branch,Student,2
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,89.237.88.251,Branch,Doctor,1
120.9,40.0,52.0,1.0,9009.42,Debit,Tucson,200.136.146.93,Branch,Doctor,2
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,16.128.130.153,Branch,Engineer,2
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,54.252.249.33,Online,Retired,1
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,3.77.114.6,ATM,Engineer,1
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,134.140.85.231,Online,Doctor,1
493.42,39.0,111.0,1.0,2232.84,Debit,Baltimore,28.149.72.129,Branch,Engineer,0
37.56999999999999,57.0,42.0,1.0,7739.54,Debit,El Paso,173.135.78.201,ATM,Retired,2
96.88999999999999,59.0,53.0,1.0,6044.93,Debit,Sacramento,136.105.231.135,ATM,Retired,2
448.33,25.0,161.0,1.0,922.1900000000005,Debit,Atlanta,142.148.226.178,ATM,Student,3
65.57,41.0,82.0,1.0,7513.79,Debit,Miami,1.198.76.182,Online,Engineer,2
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,51.196.87.214,Online,Engineer,3
363.53,63.0,142.0,1.0,1038.9099999999994,Debit,Kansas City,134.140.85.231,ATM,Retired,3
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,45.246.89.225,Branch,Retired,2
358.18,18.0,157.0,1.0,619.8599999999997,Debit,Boston,100.198.165.4,ATM,Student,3
167.2,30.0,84.0,1.0,11320.83,Debit,San Antonio,56.67.227.142,Branch,Doctor,2
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,40.10.25.102,Online,Engineer,2
463.9200000000001,50.0,199.0,1.0,2403.39,Debit,Mesa,199.103.32.145,Online,Engineer,3
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,83.182.211.68,Online,Retired,0
214.93,28.0,52.0,1.0,7835.4,Debit,Albuquerque,23.255.214.209,Online,Student,2
660.02,20.0,84.0,1.0,414.4300000000003,Debit,Nashville,77.7.223.184,Branch,Student,0
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,191.82.103.198,Branch,Engineer,1
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,83.207.115.164,ATM,Retired,2
42.55000000000004,53.0,29.0,1.0,7341.43,Debit,Seattle,40.192.99.27,Branch,Engineer,2
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,93.169.212.219,ATM,Student,3
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,Debit,Columbus,173.252.44.183,Branch,Student,0
120.24000000000001,18.0,131.0,2.0,1943.13,Debit,Milwaukee,49.29.37.185,Branch,Student,3
498.67,28.0,244.0,1.0,1719.9700000000003,Debit,Miami,89.6.100.149,Online,Student,3
227.22,53.0,220.0,1.0,832.8199999999997,Debit,El Paso,197.187.216.106,ATM,Doctor,3
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,69.82.61.135,Online,Retired,2
629.8199999999999,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,17.87.7.140,ATM,Retired,1
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,64.15.0.66,Online,Engineer,1
186.69,30.0,54.0,1.0,8602.22,Debit,New York,162.151.179.167,Branch,Engineer,2
230.46,19.0,179.0,1.0,162.52999999999975,Debit,Mesa,59.132.247.252,Online,Student,3
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,144.91.150.133,Online,Engineer,1
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,21.97.154.92,Online,Engineer,2
552.02,44.0,100.0,1.0,522.0799999999999,Credit,Chicago,156.173.170.140,ATM,Engineer,0
377.12,34.0,61.0,1.0,836.6700000000001,Debit,Houston,112.56.160.202,ATM,Engineer,0
204.56,18.0,179.0,1.0,364.72000000000025,Credit,San Diego,44.197.126.59,Branch,Student,3
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,110.150.1.201,Branch,Doctor,1
124.59,27.0,171.0,1.0,129.28999999999996,Debit,Charlotte,85.239.236.80,Branch,Student,3
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,142.148.226.178,Online,Doctor,2
77.43,21.0,169.0,1.0,1380.21,Debit,Raleigh,100.137.90.188,Online,Student,3
245.93,54.0,172.0,1.0,7986.63,Debit,Fresno,219.98.242.240,Branch,Engineer,1
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,134.222.122.238,ATM,Doctor,1
43.72999999999999,34.0,145.0,1.0,9929.43,Debit,Omaha,194.88.79.54,ATM,Doctor,1
2.0299999999999727,33.0,28.0,1.0,3012.31,Credit,Detroit,112.86.148.212,ATM,Engineer,0
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,161.161.26.115,Online,Doctor,1
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,195.226.203.234,Branch,Doctor,2
356.1,26.0,187.0,1.0,868.3500000000004,Credit,Fort Worth,167.164.55.0,Branch,Student,3
27.069999999999993,80.0,39.0,1.0,3773.29,Credit,Virginia Beach,52.169.116.164,Branch,Retired,0
119.88999999999999,67.0,60.0,1.0,6697.77,Debit,Tucson,166.79.195.157,ATM,Doctor,2
12.04000000000002,37.0,58.0,1.0,6213.32,Debit,Fort Worth,31.127.129.152,Online,Engineer,2
365.7,21.0,115.0,2.0,368.77999999999975,Debit,Houston,81.248.235.147,Branch,Student,3
29.379999999999995,28.0,63.0,1.0,1663.31,Credit,Baltimore,139.23.212.102,Branch,Student,0
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,219.31.152.129,ATM,Doctor,3
350.14,75.0,38.0,1.0,2403.25,Credit,Los Angeles,161.168.126.136,Online,Retired,0
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,154.48.233.165,Branch,Retired,2
170.53,24.0,58.0,1.0,801.0100000000002,Debit,Oklahoma City,158.135.64.240,Branch,Student,0
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,177.116.108.246,ATM,Engineer,1
41.49000000000001,24.0,13.000000000000014,1.0,928.3299999999999,Debit,Albuquerque,32.71.250.58,Online,Student,0
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,171.101.134.74,Branch,Engineer,1
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,152.234.65.155,Branch,Retired,1
220.40999999999997,26.0,155.0,1.0,5116.98,Credit,El Paso,133.223.159.151,Online,Engineer,1
33.45999999999998,72.0,111.0,1.0,3641.07,Debit,Seattle,189.248.139.91,ATM,Retired,0
104.79000000000002,70.0,223.0,1.0,1352.19,Debit,Denver,80.247.6.83,ATM,Doctor,3
246.27,29.0,141.0,1.0,7299.86,Debit,Fresno,144.91.150.133,Online,Doctor,1
48.849999999999994,19.0,176.0,1.0,1503.56,Debit,Dallas,68.254.244.208,ATM,Student,3
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,197.23.128.119,ATM,Retired,2
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,110.243.14.36,Online,Engineer,3
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,152.140.239.181,Branch,Doctor,2
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,170.225.23.251,Online,Student,0
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,218.54.207.160,Branch,Student,3
94.58999999999997,39.0,34.0,1.0,6171.89,Debit,Washington,47.82.77.181,Online,Doctor,2
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,157.47.114.20,Branch,Retired,1
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,73.54.203.165,Online,Student,0
10.649999999999977,54.0,161.0,1.0,13240.719999999998,Debit,Louisville,38.166.40.246,Online,Doctor,1
198.62,27.0,84.0,1.0,1196.0699999999997,Credit,Tucson,97.4.209.133,Branch,Student,0
107.03,27.0,73.0,1.0,1408.0699999999997,Debit,Miami,221.23.158.87,Branch,Student,0
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,130.92.201.49,Branch,Engineer,1
138.06,44.0,159.0,1.0,1070.4700000000007,Debit,Charlotte,113.21.93.28,Branch,Engineer,3
158.02,49.0,120.0,1.0,9374.24,Debit,New York,60.153.124.80,ATM,Engineer,1
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,5.252.94.135,Online,Retired,0
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,10.191.172.154,ATM,Retired,2
110.49000000000001,57.0,47.999999999999986,1.0,10483.93,Debit,Raleigh,187.52.200.18,Online,Doctor,2
329.4,34.0,68.0,1.0,9588.07,Debit,Denver,104.155.121.252,Online,Doctor,2
635.4,47.0,106.0,1.0,1238.1099999999997,Debit,Denver,215.97.143.157,ATM,Doctor,0
769.97,22.0,23.0,1.0,1244.9300000000003,Debit,San Diego,24.129.74.189,Branch,Student,0
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,147.125.143.41,Branch,Student,3
175.14999999999998,27.0,32.0,1.0,1712.65,Debit,Detroit,16.51.235.240,ATM,Student,0
121.82,60.0,119.0,1.0,13293.829999999998,Debit,Dallas,40.198.240.246,Online,Doctor,1
56.119999999999976,30.0,102.0,1.0,8839.67,Debit,El Paso,11.167.243.171,ATM,Doctor,2
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,56.116.189.0,Online,Retired,1
35.160000000000025,32.0,130.0,1.0,8459.18,Debit,Chicago,195.237.152.198,Branch,Engineer,1
35.73000000000002,65.0,87.0,1.0,9073.17,Debit,Miami,205.69.66.135,Branch,Doctor,2
3.4399999999999977,78.0,108.0,1.0,7561.33,Debit,Fort Worth,45.64.74.86,ATM,Retired,2
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,147.125.143.41,Online,Engineer,0
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,198.24.183.157,ATM,Engineer,3
115.11000000000001,28.0,139.0,1.0,9808.97,Debit,Albuquerque,190.164.160.79,Online,Engineer,1
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,55.154.161.250,ATM,Retired,1
420.76,51.0,76.0,1.0,6581.55,Debit,Miami,76.0.164.168,Branch,Retired,2
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,201.95.180.152,Branch,Retired,0
342.17,21.0,247.0,1.0,461.8299999999999,Credit,New York,91.204.200.167,Branch,Student,3
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,115.30.82.168,ATM,Engineer,2
821.54,79.0,36.0,1.0,4040.32,Credit,Atlanta,19.111.192.175,Branch,Retired,0
253.47,20.0,238.0,1.0,220.51000000000022,Debit,Atlanta,81.248.235.147,Branch,Student,3
22.810000000000002,62.0,75.0,1.0,3634.76,Debit,New York,81.102.230.41,Online,Retired,0
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,140.94.123.72,Online,Engineer,2
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,34.125.226.63,Online,Retired,0
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,197.23.128.119,ATM,Retired,2
810.3600000000001,20.0,67.0,1.0,9239.12,Debit,Columbus,139.23.212.102,ATM,Student,2
9.829999999999984,24.0,86.0,1.0,666.4200000000001,Debit,Memphis,210.98.198.143,ATM,Student,0
135.57,51.0,116.0,1.0,11351.64,Credit,Boston,147.119.62.178,Branch,Doctor,2
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,163.58.140.206,ATM,Engineer,2
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,128.16.32.183,Branch,Engineer,3
100.99000000000001,68.0,114.0,1.0,8865.27,Debit,New York,109.105.179.186,ATM,Doctor,2
90.88,18.0,176.0,1.0,3908.47,Debit,Albuquerque,196.244.194.198,Branch,Student,3
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,11.167.243.171,ATM,Engineer,1
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,199.6.127.153,Online,Engineer,3
41.50999999999999,28.0,47.999999999999986,1.0,609.6000000000004,Debit,Phoenix,16.51.235.240,Online,Student,0
71.52999999999997,68.0,39.0,1.0,2393.73,Credit,Jacksonville,11.188.75.155,Branch,Retired,0
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,162.151.179.167,Branch,Retired,0
235.4,28.0,70.0,1.0,818.3599999999997,Debit,Detroit,73.108.76.238,Branch,Student,0
159.32,18.0,100.0,1.0,304.4399999999996,Debit,Seattle,37.227.215.145,Branch,Student,0
50.829999999999984,30.0,47.999999999999986,1.0,9553.42,Credit,Philadelphia,190.164.160.79,Online,Doctor,2
56.889999999999986,59.0,56.0,1.0,3034.67,Credit,Houston,31.127.129.152,Branch,Engineer,0
